Wall time,Step,Value
1670391903.3291695,1500,231.0
1670391924.9944544,3000,266.0
1670391946.2820811,4500,268.258056640625
1670391966.92845,6000,308.16278076171875
1670391987.2872372,7500,316.1666564941406
1670392007.7587507,9000,321.4615478515625
1670392028.6043615,10500,314.7272644042969
1670392049.3416831,12000,310.3333435058594
1670392069.815017,13500,317.5199890136719
1670392090.5597174,15000,332.2200012207031
1670392112.56591,16500,338.30999755859375
1670392134.5422213,18000,346.9200134277344
1670392155.7787657,19500,338.1000061035156
1670392176.5973873,21000,346.9200134277344
1670392197.2779245,22500,355.739990234375
1670392217.705439,24000,367.2900085449219
1670392238.6631913,25500,377.7900085449219
1670392259.3488588,27000,373.3800048828125
1670392279.9010468,28500,375.05999755859375
1670392300.776216,30000,375.4800109863281
1670392321.747002,31500,367.7099914550781
1670392342.3935502,33000,368.3399963378906
1670392362.9999237,34500,367.5
1670392383.4083428,36000,363.510009765625
1670392404.0335484,37500,363.510009765625
1670392425.6425014,39000,364.1400146484375
1670392447.0837889,40500,364.7699890136719
1670392470.204749,42000,362.0400085449219
1670392492.107163,43500,364.7699890136719
1670392512.6615882,45000,375.69000244140625
1670392533.3843436,46500,378.4200134277344
1670392554.6647558,48000,380.30999755859375
1670392575.4392426,49500,384.510009765625
1670392596.1293778,51000,383.6700134277344
1670392616.5431058,52500,382.20001220703125
1670392637.9899893,54000,380.5199890136719
1670392659.8778296,55500,380.7300109863281
1670392680.6217089,57000,381.3599853515625
1670392701.1386387,58500,380.5199890136719
1670392721.727351,60000,369.6000061035156
1670392742.382087,61500,367.9200134277344
1670392763.031586,63000,363.7200012207031
1670392784.553324,64500,362.0400085449219
1670392805.334815,66000,355.739990234375
1670392825.9585452,67500,365.3999938964844
1670392846.6832736,69000,362.6700134277344
1670392867.2417984,70500,367.5
1670392888.371396,72000,372.3299865722656
1670392910.004252,73500,371.2799987792969
1670392930.8258865,75000,380.1000061035156
1670392951.55817,76500,381.7799987792969
1670392972.3827498,78000,385.55999755859375
1670392993.0115783,79500,393.1199951171875
1670393013.8791385,81000,391.0199890136719
1670393034.6974814,82500,398.3699951171875
1670393055.510579,84000,387.6600036621094
1670393076.6423497,85500,386.3999938964844
1670393097.4710302,87000,381.1499938964844
1670393118.7604384,88500,373.79998779296875
1670393139.331431,90000,367.9200134277344
1670393160.0803645,91500,374.010009765625
1670393180.880164,93000,365.6099853515625
1670393201.4631548,94500,367.7099914550781
1670393222.2984872,96000,361.20001220703125
1670393243.0691526,97500,358.8900146484375
1670393263.788665,99000,355.95001220703125
1670393284.9434924,100500,359.30999755859375
1670393305.7235656,102000,360.3599853515625
1670393326.3517363,103500,357.0
1670393347.6205518,105000,363.510009765625
1670393369.1637077,106500,358.260009765625
1670393391.1923518,108000,362.6700134277344
1670393412.2298844,109500,370.2300109863281
1670393433.2650297,111000,372.1199951171875
1670393454.1951547,112500,375.4800109863281
1670393475.1290326,114000,380.30999755859375
1670393495.8967285,115500,382.20001220703125
1670393516.689424,117000,383.6700134277344
1670393537.5678384,118500,377.5799865722656
1670393558.2510743,120000,383.8800048828125
1670393578.8413587,121500,391.44000244140625
1670393599.6374636,123000,395.6400146484375
1670393620.4209652,124500,399.6300048828125
1670393641.046855,126000,399.4200134277344
1670393661.6831374,127500,397.739990234375
1670393682.2594829,129000,402.57000732421875
1670393703.002098,130500,388.9200134277344
1670393723.9653754,132000,393.1199951171875
1670393745.4086828,133500,388.5
1670393766.5874329,135000,386.6099853515625
1670393787.0228846,136500,386.82000732421875
1670393807.564948,138000,388.0799865722656
1670393828.9538295,139500,386.3999938964844
1670393850.3296258,141000,379.4700012207031
1670393872.2152677,142500,376.5299987792969
1670393893.0892193,144000,385.1400146484375
1670393913.535145,145500,380.7300109863281
1670393934.1517153,147000,377.5799865722656
1670393955.0892262,148500,382.4100036621094
1670393977.0980442,150000,373.3800048828125
1670393998.7849045,151500,379.260009765625
1670394020.21924,153000,386.6099853515625
1670394042.102484,154500,374.8500061035156
1670394062.6938171,156000,370.0199890136719
1670394083.2222764,157500,372.9599914550781
1670394103.8818388,159000,368.1300048828125
1670394124.5588791,160500,368.9700012207031
1670394145.1396291,162000,372.75
1670394165.6777542,163500,367.2900085449219
1670394186.3853772,165000,357.8399963378906
1670394207.1544652,166500,354.8999938964844
1670394227.8208635,168000,358.4700012207031
1670394248.647782,169500,358.04998779296875
1670394269.255311,171000,368.1300048828125
1670394289.666859,172500,364.7699890136719
1670394311.061203,174000,373.1700134277344
1670394331.54427,175500,370.0199890136719
1670394352.5127306,177000,360.1499938964844
1670394373.2934284,178500,366.6600036621094
1670394394.0338025,180000,368.9700012207031
1670394414.7805486,181500,363.510009765625
1670394435.621539,183000,370.44000244140625
1670394456.0834951,184500,369.3900146484375
1670394477.0109706,186000,357.8399963378906
1670394497.676251,187500,359.7300109863281
1670394518.3103454,189000,366.0299987792969
1670394539.0784812,190500,369.6000061035156
1670394559.9634423,192000,370.44000244140625
1670394580.806339,193500,376.1099853515625
1670394601.4028466,195000,383.4599914550781
1670394622.499861,196500,375.4800109863281
1670394643.7127275,198000,377.5799865722656
1670394665.6501503,199500,375.4800109863281
1670394686.5499685,201000,377.1600036621094
1670394707.529421,202500,372.3299865722656
1670394728.409974,204000,360.7799987792969
1670394749.1597526,205500,362.6700134277344
1670394769.7836955,207000,367.2900085449219
1670394790.4725943,208500,368.9700012207031
1670394811.445131,210000,362.0400085449219
1670394832.1612911,211500,363.92999267578125
1670394852.847683,213000,367.7099914550781
1670394873.5123723,214500,367.9200134277344
1670394894.3909633,216000,370.2300109863281
1670394914.8187485,217500,373.1700134277344
1670394935.3440044,219000,372.5400085449219
1670394955.9940715,220500,374.6400146484375
1670394976.721119,222000,372.75
1670394997.3155863,223500,380.5199890136719
1670395017.7657943,225000,387.0299987792969
1670395038.2029316,226500,382.8299865722656
1670395058.7080991,228000,385.9800109863281
1670395079.6091626,229500,388.7099914550781
1670395100.1937416,231000,388.7099914550781
1670395121.0276878,232500,392.9100036621094
1670395141.7881372,234000,383.25
1670395162.815082,235500,378.2099914550781
1670395183.3546548,237000,372.3299865722656
1670395204.202219,238500,357.2099914550781
1670395224.8460608,240000,357.0
1670395245.476912,241500,360.7799987792969
1670395266.1893826,243000,354.2699890136719
1670395287.1072896,244500,339.3599853515625
1670395307.8975408,246000,339.1499938964844
1670395328.8658264,247500,347.54998779296875
1670395350.8396614,249000,351.75
1670395372.1286328,250500,359.1000061035156
1670395393.9905992,252000,366.8699951171875
1670395415.3451407,253500,358.8900146484375
1670395436.6260552,255000,358.260009765625
1670395457.286959,256500,369.80999755859375
1670395477.8895426,258000,365.82000732421875
1670395498.6890483,259500,363.29998779296875
1670395519.3325963,261000,371.70001220703125
