Wall time,Step,Value
1670685945.7680614,0,51.76939010620117
1670685959.3767107,1,65.98240661621094
1670685973.387419,2,70.78626251220703
1670685987.1175535,3,73.45381927490234
1670686000.826732,4,75.82452392578125
1670686014.7615843,5,77.27940368652344
1670686028.6742558,6,78.90672302246094
1670686042.5857503,7,80.03741455078125
1670686056.5312266,8,80.92599487304688
1670686070.2663224,9,82.02507781982422
1670686084.0630348,10,82.59307861328125
1670686098.042783,11,83.41419219970703
1670686111.8600645,12,83.9025650024414
1670686126.0237417,13,84.43184661865234
1670686139.8215399,14,85.009521484375
1670686153.7051885,15,85.27051544189453
1670686167.5737576,16,85.83063507080078
1670686181.3744862,17,86.17741394042969
1670686195.0995183,18,86.47711944580078
1670686209.1126738,19,87.08165740966797
1670686223.0452874,20,87.44941711425781
1670686236.868169,21,87.690185546875
1670686250.8442225,22,87.91643524169922
1670686264.5689085,23,88.37786102294922
1670686278.2952044,24,88.58132934570312
1670686292.2630882,25,88.75509643554688
1670686305.938799,26,88.85950469970703
1670686319.6966324,27,89.3396224975586
1670686333.498191,28,89.55325317382812
1670686347.3981004,29,89.81318664550781
1670686361.1441643,30,90.00261688232422
1670686375.214122,31,89.95023345947266
1670686389.0527065,32,90.14716339111328
1670686402.9259746,33,90.35072326660156
1670686417.1772916,34,90.53369903564453
1670686431.2539432,35,90.86994934082031
1670686445.2730753,36,91.07598114013672
1670686458.979455,37,91.09363555908203
1670686472.6027973,38,91.33981323242188
1670686486.5000343,39,91.32130432128906
1670686500.1766949,40,91.5711898803711
1670686513.878722,41,91.7479019165039
1670686527.8028479,42,91.88200378417969
1670686541.7949839,43,91.80427551269531
1670686555.6090915,44,92.0206527709961
1670686569.4244442,45,92.26996612548828
1670686583.3682992,46,92.36458587646484
1670686597.392177,47,92.32975769042969
1670686611.2850118,48,92.56446075439453
1670686625.2558718,49,92.47724151611328
1670686639.0520751,50,92.7572021484375
1670686653.061505,51,92.77001953125
1670686666.8572628,52,92.90193176269531
1670686680.4923756,53,92.99854278564453
1670686694.5398161,54,93.1082534790039
1670686708.4402335,55,93.22356414794922
1670686722.370984,56,93.30537414550781
1670686736.285029,57,93.4071044921875
1670686750.1313753,58,93.50609588623047
1670686763.9571438,59,93.640380859375
1670686778.0000937,60,93.5328598022461
1670686791.7440794,61,93.55050659179688
1670686805.3971236,62,93.66524505615234
1670686819.267556,63,93.76973724365234
1670686833.099025,64,93.87242889404297
1670686847.1948233,65,93.74895477294922
1670686861.1106343,66,94.0936508178711
1670686874.6522188,67,94.02293395996094
1670686888.1529682,68,94.19661712646484
1670686901.8321004,69,94.11566162109375
1670686915.8163853,70,94.29437255859375
1670686929.806987,71,94.34457397460938
1670686943.557309,72,94.4647216796875
1670686957.4401493,73,94.41290283203125
1670686971.4630768,74,94.49566650390625
1670686985.3160934,75,94.33014678955078
1670686999.3688917,76,94.61182403564453
1670687013.2747545,77,94.55944061279297
1670687027.0383997,78,94.724853515625
